likes,replies,retweets,text,user_screen_name,tidy_tweet,tokenized_tweet,MNO_label,lang,sentiment
46,13,33,"Econet Donates 1000 Bins to Harare City Mobile telecommunications giant, Econet W... http://263chat.com/econet-donates-1000-bins-harare-city/ … via @263Chat #Africa #Zimbabwepic.twitter.com/mAFW7GEW0f",263Chat,econet donates      bins to harare city mobile telecommunications giant  econet w       via     chat #africa #,"['econet', 'donates', 'bins', 'to', 'harare', 'city', 'mobile', 'telecommunications', 'giant', 'econet', 'w', 'via', 'chat', '#africa', '#zimbabwe']",e,True,neutral
1,1,1,"Sir, we dont have to argue all i know is DSTV doesnt have the sole right anymore, since ECONET bought the FTA right too last year.",avisunnexes,sir  we dont have to argue all i know is dstv doesnt have the sole right anymore  since econet bought the fta right too last year ,"['sir', 'we', 'dont', 'have', 'to', 'argue', 'all', 'i', 'know', 'is', 'dstv', 'doesnt', 'have', 'the', 'sole', 'right', 'anymore', 'since', 'econet', 'bought', 'the', 'fta', 'right', 'too', 'last', 'year']",e,True,neg
11,1,7,New #263Chat Article: Econet Donates 1000 Bins to Harare City http://ift.tt/2hmj36r  #Twimbos #Zimbabwe,263Chat,new #   chat article  econet donates      bins to harare city   #twimbos #,"['new', '#', 'chat', 'article', 'econet', 'donates', 'bins', 'to', 'harare', 'city', '#twimbos', '#zimbabwe']",e,True,neutral
5,0,3,"Econet & British Council launching Mix The City - look who bumped into @AmmaraBrown @bustoptv
#MixTheCitypic.twitter.com/lrn2IS9KlN",Bheki_Ntini,econet   british council launching mix the city   look who bumped into  ammarabrown  bustoptv #mixthecity,"['econet', 'british', 'council', 'launching', 'mix', 'the', 'city', 'look', 'who', 'bumped', 'into', 'ammarabrown', 'bustoptv', '#mixthecity']",e,True,neutral
50,0,19,"Econet is launching Mix The City with the British Council. 
#MixTheCitypic.twitter.com/TrFEa1ts1U",Bheki_Ntini,econet is launching mix the city with the british council   #mixthecity,"['econet', 'is', 'launching', 'mix', 'the', 'city', 'with', 'the', 'british', 'council', '#mixthecity']",e,True,neutral
2,0,0,The power is back on at our #ECONET site in Taylorsville and the data is coming in! pic.twitter.com/PQuwIcQcgO,NCSCO,the power is back on at our #econet site in taylorsville and the data is coming in  ,"['the', 'power', 'is', 'back', 'on', 'at', 'our', '#econet', 'site', 'in', 'taylorsville', 'and', 'the', 'data', 'is', 'coming', 'in']",e,True,neutral
1,2,1,Scenes from @Telecel_Zim #MegaBoost Promotion in #MkobaSix #Gweru back to back with #TruckAdsMedia #ZiVolution Retweet and #MegaBoost!pic.twitter.com/TCjLNsdni2,ZiFMStereo,scenes from  telecel  #megaboost promotion in #mkobasix #gweru back to back with #truckads #zivolution retweet and #megaboost ,"['scenes', 'from', 'telecel', 'zim', '#megaboost', 'promotion', 'in', '#mkobasix', '#gweru', 'back', 'to', 'back', 'with', '#truckadsmedia', '#zivolution', 'retweet', 'and', '#megaboost']",c,True,neutral
1,2,1,MTN and glo were established after the monopoly of Econet in d telecoms industry then..Look at the result now? https://twitter.com/oseyi/status/910664385907036160 …,Prof_Biodun,mtn and glo were established after the monopoly of econet in d telecoms industry then  look at the result now    ,"['mtn', 'and', 'glo', 'were', 'established', 'after', 'the', 'monopoly', 'of', 'econet', 'in', 'd', 'telecoms', 'industry', 'then', 'look', 'at', 'the', 'result', 'now']",e,True,neutral
23,1,15,For lightning speed internet connect  to econet 4Gnetwork#4Gitems @econetzimbabwe @263Chat @jabumabaya @jiantloaded @petermasaraneyi pic.twitter.com/IP8AxsR6Xt,mpotich,for lightning speed internet connect  to econet  gnetwork# gitems  econet     chat  jabumabaya  jiantloaded  petermasaraneyi ,"['for', 'lightning', 'speed', 'internet', 'connect', 'to', 'econet', 'gnetwork#', 'gitems', 'econetzimbabwe', 'chat', 'jabumabaya', 'jiantloaded', 'petermasaraneyi']",e,True,neutral
36,0,23,"Running my transport business now less hectic. Less headaches, thank you Econet.. @econetzimbabwe @mpotich @Otis_Mak @emiliachisangopic.twitter.com/0aybDuDRAw",CatandicaGayle,running my transport business now less hectic  less headaches  thank you econet    econet  mpotich  otis mak  emiliachisango,"['running', 'my', 'transport', 'business', 'now', 'less', 'hectic', 'less', 'headaches', 'thank', 'you', 'econet', 'econetzimbabwe', 'mpotich', 'otis', 'mak', 'emiliachisango']",e,True,neutral
26,3,27,TSTV has come with same Swag dat @glonigeria came wit dat year 'per second billing' and MTN n Econet b like 'wetin dis 1 dey feel like sef' pic.twitter.com/szecXvpP0t,nnekei,tstv has come with same swag dat  glonigeria came wit dat year  per second billing  and mtn n econet b like  wetin dis   dey feel like sef  ,"['tstv', 'has', 'come', 'with', 'same', 'swag', 'dat', 'glonigeria', 'came', 'wit', 'dat', 'year', 'per', 'second', 'billing', 'and', 'mtn', 'n', 'econet', 'b', 'like', 'wetin', 'dis', 'dey', 'feel', 'like', 'sef']",e,True,neg
11,0,5,"Dear Ladies 

When Econet wireless is texting more than the person who claim to be in love with you its high time you take corrective action",soprano_7,dear ladies   when econet  is texting more than the person who claim to be in love with you its high time you take corrective action,"['dear', 'ladies', 'when', 'econet', 'wireless', 'is', 'texting', 'more', 'than', 'the', 'person', 'who', 'claim', 'to', 'be', 'in', 'love', 'with', 'you', 'its', 'high', 'time', 'you', 'take', 'corrective', 'action']",e,True,neutral
9,3,6,"Econet Wireless sued for $870k over business concept
    
LOCAL businessman, Ignatius Munengwa, has sued, Econet... http://fb.me/AfN0M03n ",NewsDayZimbabwe,econet  sued for     k over business concept      local businessman  ignatius munengwa  has sued  econet     ,"['econet', 'wireless', 'sued', 'for', 'k', 'over', 'business', 'concept', 'local', 'businessman', 'ignatius', 'munengwa', 'has', 'sued', 'econet']",e,True,neutral
4,2,4,Businessman Ignatius Munengwa sues Econet for $870 375 for the alleged theft of his panic button concept by the mobile operator. (NewsDay),ZimMediaReview,businessman ignatius munengwa sues econet for          for the alleged theft of his panic button concept by the mobile operator   newsday ,"['businessman', 'ignatius', 'munengwa', 'sues', 'econet', 'for', 'for', 'the', 'alleged', 'theft', 'of', 'his', 'panic', 'button', 'concept', 'by', 'the', 'mobile', 'operator', 'newsday']",e,True,neutral
24,0,18,Econet Media Launches Kwese Play in Partnership with Roku and Netflix in South Africa http://www.creativeloop.co.zw/2017/09/econet-media-launches-kwese-play-partnership-roku-netflix-south-africa/ …pic.twitter.com/GyjU6ZqwpU,creativeloopzim,econet  launches kwese play in partnership with roku and netflix in south africa   ,"['econet', 'media', 'launches', 'kwese', 'play', 'in', 'partnership', 'with', 'roku', 'and', 'netflix', 'in', 'south', 'africa']",e,True,neutral
30,4,12,"U can like to tweet rubbish Sha, see ur face like 100 naira econet recharge card",McCarthy_01,u can like to tweet rubbish sha  see ur face like     naira econet recharge card,"['u', 'can', 'like', 'to', 'tweet', 'rubbish', 'sha', 'see', 'ur', 'face', 'like', 'naira', 'econet', 'recharge', 'card']",e,True,neutral
15,21,11,#Breaking: Econet stops selling Kwese TV — The issue with BAZ now in Supreme Court http://ift.tt/2x5nfPn  #Techmedy #263Chat,263Chat,#breaking  econet stops selling kwese tv   the issue with baz now in supreme court   #techmedy #   chat,"['#breaking', 'econet', 'stops', 'selling', 'kwese', 'tv', 'the', 'issue', 'with', 'baz', 'now', 'in', 'supreme', 'court', '#techmedy', '#', 'chat']",e,True,neutral
18,0,14,"Earn$ tdyDial *771# to reg,earn points &apply as an Elevate Virtual Agent. @NdoroShaz @econet_support @elevateyouthzw @Ba_Nenyasha @263Chatpic.twitter.com/4CoNP6UZvD",mpotich,earn  tdydial     # to reg earn points  apply as an elevate virtual agent   ndoroshaz  econet support  elevateyouthzw  ba nenyasha     chat,"['earn', 'tdydial', '#', 'to', 'reg', 'earn', 'points', 'apply', 'as', 'an', 'elevate', 'virtual', 'agent', 'ndoroshaz', 'econet', 'support', 'elevateyouthzw', 'ba', 'nenyasha', 'chat']",e,True,neutral
12,0,9,Breaking News: Econet Wins Kwese TV Court Battle http://263chat.com/breaking-econet-lawyers-wins-kwesetv-court-battle/ … via @263chat,DeproseM,breaking news  econet wins kwese tv court battle    via     chat,"['breaking', 'news', 'econet', 'wins', 'kwese', 'tv', 'court', 'battle', 'via', 'chat']",e,True,neutral
47,5,28,Breaking News: Econet Wins Kwese TV Court Battle http://263chat.com/breaking-econet-lawyers-wins-kwesetv-court-battle/ … via @263Chat #Twimbos #263Chatpic.twitter.com/545lr6HAG7,263Chat,breaking news  econet wins kwese tv court battle    via     chat #twimbos #   chat,"['breaking', 'news', 'econet', 'wins', 'kwese', 'tv', 'court', 'battle', 'via', 'chat', '#twimbos', '#', 'chat']",e,True,neutral
14,3,9,New #263Chat Article: #Breaking: Econet Wins KweseTV court battle http://ift.tt/2eTdpvf  #Twimbos #Zimbabwe,263Chat,new #   chat article  #breaking  econet wins kwesetv court battle   #twimbos #,"['new', '#', 'chat', 'article', '#breaking', 'econet', 'wins', 'kwesetv', 'court', 'battle', '#twimbos', '#zimbabwe']",e,True,neutral
20,6,3,#Breaking: Econet Lawyers wins the KweseTV court battle http://263chat.com/breaking-econet-lawyers-wins-kwesetv-court-battle/ …pic.twitter.com/GEA3qapbtH,263Chat,#breaking  econet lawyers wins the kwesetv court battle   ,"['#breaking', 'econet', 'lawyers', 'wins', 'the', 'kwesetv', 'court', 'battle']",e,True,neutral
14,0,11,"My health my No.1 priority..

Dial *147#  and get all your health tips...@rufaro_kowo @NdoroShaz @econet_support @FingazLive @263Chatpic.twitter.com/GS8sEYink7",Nelsah1,my health my no   priority    dial     #  and get all your health tips    rufaro kowo  ndoroshaz  econet support  fingazlive     chat,"['my', 'health', 'my', 'no', 'priority', 'dial', '#', 'and', 'get', 'all', 'your', 'health', 'tips', 'rufaro', 'kowo', 'ndoroshaz', 'econet', 'support', 'fingazlive', 'chat']",e,True,neutral
19,0,10,Live life the ecocash way.@EcoCashZW @econet_support @jiantloaded.@NdoroShazpic.twitter.com/Xu3ZdaNLgu,mpotich,live life the ecocash way  ecocashzw  econet support  jiantloaded  ndoroshaz,"['live', 'life', 'the', 'ecocash', 'way', 'ecocashzw', 'econet', 'support', 'jiantloaded', 'ndoroshaz']",e,True,neutral
18,0,9,Dial*151# and buy Zesa via @EcoCashZW .No stress.@263Chat .@tendaiandrie @NdoroShaz @rufarodn @econet_support @wenly_b @brianmatsatswapic.twitter.com/ZmW9LgmPQ9,jiantloaded,dial    # and buy zesa via  ecocashzw  no stress     chat   tendaiandrie  ndoroshaz  rufarodn  econet support  wenly b  brianmatsatswa,"['dial', '#', 'and', 'buy', 'zesa', 'via', 'ecocashzw', 'no', 'stress', 'chat', 'tendaiandrie', 'ndoroshaz', 'rufarodn', 'econet', 'support', 'wenly', 'b', 'brianmatsatswa']",e,True,neutral
49,2,15,"BCCI finds Sony & Star eligible for TV broadcast rights in India for IPL; SuperSport, YuppTV, Econet, OSN eligible for world broadcast.",ANI,bcci finds sony   star eligible for tv broadcast rights in india for ipl  supersport  yupptv  econet  osn eligible for world broadcast ,"['bcci', 'finds', 'sony', 'star', 'eligible', 'for', 'tv', 'broadcast', 'rights', 'in', 'india', 'for', 'ipl', 'supersport', 'yupptv', 'econet', 'osn', 'eligible', 'for', 'world', 'broadcast']",e,True,neutral
15,0,13,"My econet app, so convenient and time saving .#easylife.download it.@econetzimbabwe @NdoroShaz @Techunzipped @wenly_bpic.twitter.com/toOD8TCc2B",ojayie12,my econet app  so convenient and time saving  #easylife download it  econet  ndoroshaz  techunzipped  wenly b,"['my', 'econet', 'app', 'so', 'convenient', 'and', 'time', 'saving', '#easylife', 'download', 'it', 'econetzimbabwe', 'ndoroshaz', 'techunzipped', 'wenly', 'b']",e,True,neg
21,21,23,"Econet starts refunding people who bought Kwese TV decoders & subscriptions http://www.techzim.co.zw/2017/08/econet-starts-refunding-people-bought-kwese-tv-decoders-subscriptions/ …
#Twimbos",Techzim,econet starts refunding people who bought kwese tv decoders   subscriptions    #twimbos,"['econet', 'starts', 'refunding', 'people', 'who', 'bought', 'kwese', 'tv', 'decoders', 'subscriptions', '#twimbos']",e,True,neutral
8,0,45,"Kwese TV operates in more than 20 African countries, except in Zimbabwe, the home of its mother company, Econet Media. https://twitter.com/kenyanwalstreet/status/901690770738089985 …",kenyanwalstreet,kwese tv operates in more than    african countries  except in   the home of its mother company  econet     ,"['kwese', 'tv', 'operates', 'in', 'more', 'than', 'african', 'countries', 'except', 'in', 'zimbabwe', 'the', 'home', 'of', 'its', 'mother', 'company', 'econet', 'media']",e,True,neutral
18,7,5,"With respect that is disingenuous - Liquid, Econet et al operate because they don't influence rural voters in the way a broadcaster can",DavidColtart,with respect that is disingenuous   liquid  econet et al operate because they don t influence rural voters in the way a broadcaster can,"['with', 'respect', 'that', 'is', 'disingenuous', 'liquid', 'econet', 'et', 'al', 'operate', 'because', 'they', 'don', 't', 'influence', 'rural', 'voters', 'in', 'the', 'way', 'a', 'broadcaster', 'can']",e,True,neutral
495,114,195,Econet has not been too bad . Infact it has created jobs for our people .,Hon_Kasukuwere,econet has not been too bad   infact it has created jobs for our people  ,"['econet', 'has', 'not', 'been', 'too', 'bad', 'infact', 'it', 'has', 'created', 'jobs', 'for', 'our', 'people']",e,True,neg
9,2,8,"Econet suspends sales of Kwese TV decoders and services after BAZ says that Kwese does not have a…

 http://news.pindula.co.zw/2017/08/24/econet-suspended-sales-kwese-tv-decoders-services-baz-says-kwese-not-licence/ … #twimbos",WeArePindula,econet suspends sales of kwese tv decoders and services after baz says that kwese does not have a       #twimbos,"['econet', 'suspends', 'sales', 'of', 'kwese', 'tv', 'decoders', 'and', 'services', 'after', 'baz', 'says', 'that', 'kwese', 'does', 'not', 'have', 'a', '#twimbos']",e,True,neutral
36,2,16,Econet has sustained the government that feeds you and suddenly you want to decouple Kwese TV from Econet for your pedestrian politics.,bmusonza,econet has sustained the government that feeds you and suddenly you want to decouple kwese tv from econet for your pedestrian politics ,"['econet', 'has', 'sustained', 'the', 'government', 'that', 'feeds', 'you', 'and', 'suddenly', 'you', 'want', 'to', 'decouple', 'kwese', 'tv', 'from', 'econet', 'for', 'your', 'pedestrian', 'politics']",e,True,neutral
13,0,11,"Unleashing my potential. A chance for my dreams to come true. #youth #elevate, thanks Econet. @econetzimbabwe @econet_support @TechnoMagZwpic.twitter.com/vC1NfFmzSu",NdoroShaz,unleashing my potential  a chance for my dreams to come true  #youth #elevate  thanks econet   econet  econet support  technomagzw,"['unleashing', 'my', 'potential', 'a', 'chance', 'for', 'my', 'dreams', 'to', 'come', 'true', '#youth', '#elevate', 'thanks', 'econet', 'econetzimbabwe', 'econet', 'support', 'technomagzw']",e,True,neutral
17,0,16,Roaming made cheaper @econet_support @econetzimbabwepic.twitter.com/CghuOgqqnV,ovmandy,roaming made cheaper  econet support  econet,"['roaming', 'made', 'cheaper', 'econet', 'support', 'econetzimbabwe']",e,True,neutral
12,0,7,Smart tool to use during school holidays #Ruzivo @NdoroShaz @jiantloaded @freeman_pasurai @econet_support @263Chatpic.twitter.com/SUzFbXpUYE,wenly_b,smart tool to use during school holidays #ruzivo  ndoroshaz  jiantloaded  freeman pasurai  econet support     chat,"['smart', 'tool', 'to', 'use', 'during', 'school', 'holidays', '#ruzivo', 'ndoroshaz', 'jiantloaded', 'freeman', 'pasurai', 'econet', 'support', 'chat']",e,True,neutral
12,0,4,Well done Econet. The network of choice https://twitter.com/johnthomasJT56/status/896378201831653376 …,caston3,well done econet  the network of choice   ,"['well', 'done', 'econet', 'the', 'network', 'of', 'choice']",e,True,neutral
10,0,12,Econet widens  retail footprint http://www.herald.co.zw/econet-widens-retail-footprint/ …pic.twitter.com/uEx1g3cg7H,HeraldZimbabwe,econet widens  retail footprint   ,"['econet', 'widens', 'retail', 'footprint']",e,True,neutral
37,2,22,"Kwese is finally here, Zero-rated on Econet http://www.techzim.co.zw/2017/08/kwese-free-sports-zimbabwe-zero-rated-econet/ … #Twimbospic.twitter.com/NbHideQ4L4",Techzim,kwese is finally here  zero rated on econet    #twimbos,"['kwese', 'is', 'finally', 'here', 'zero', 'rated', 'on', 'econet', '#twimbos']",e,True,neg
12,0,11,At home and feeling gud..dial*157# to get your beat..#musicisgood @KudzyyKay @econet_support @NdoroShazpic.twitter.com/k9z18veWfx,ojayie12,at home and feeling gud  dial    # to get your beat  #musicisgood  kudzyykay  econet support  ndoroshaz,"['at', 'home', 'and', 'feeling', 'gud', 'dial', '#', 'to', 'get', 'your', 'beat', '#musicisgood', 'kudzyykay', 'econet', 'support', 'ndoroshaz']",e,True,neutral
29,3,15,"Anxiously waiting for the draw ,pamamonya ipapo.transact and earn points till the 3rd of August.@jiantloaded @EcoCashZW @econet_supportpic.twitter.com/s4TL7khK7h",ojayie12,anxiously waiting for the draw  pamamonya ipapo transact and earn points till the  rd of august  jiantloaded  ecocashzw  econet support,"['anxiously', 'waiting', 'for', 'the', 'draw', 'pamamonya', 'ipapo', 'transact', 'and', 'earn', 'points', 'till', 'the', 'rd', 'of', 'august', 'jiantloaded', 'ecocashzw', 'econet', 'support']",e,True,neutral
13,0,10,Call home at $0.16 while roaming with Econet Plus App. Yes at $0.16 @econetzimbabwe @TMMutisi @jiantloaded @NdoroShazpic.twitter.com/TiyFWnpAEd,freeman_pasurai,call home at       while roaming with econet plus app  yes at        econet  tmmutisi  jiantloaded  ndoroshaz,"['call', 'home', 'at', 'while', 'roaming', 'with', 'econet', 'plus', 'app', 'yes', 'at', 'econetzimbabwe', 'tmmutisi', 'jiantloaded', 'ndoroshaz']",e,True,neutral
21,2,12,We are waiting to serve our valued customers @ our new Econet shop #Mabelreign Shops @econetzimbabwepic.twitter.com/Mkz7ZY5n79,MasangaLearnmo,we are waiting to serve our valued customers   our new econet  #mabelreign shops  econet,"['we', 'are', 'waiting', 'to', 'serve', 'our', 'valued', 'customers', 'our', 'new', 'econet', 'shop', '#mabelreign', 'shops', 'econetzimbabwe']",e,True,neutral
16,0,14,We dont become extraordinary by doing ordinary things.....we go the extra mile on service!! #Econet #Roamingpluspic.twitter.com/j2JOjcmpA5,tafadzwamarimo2,we dont become extraordinary by doing ordinary things     we  the extra mile on service   #econet #roamingplus,"['we', 'dont', 'become', 'extraordinary', 'by', 'doing', 'ordinary', 'things', 'we', 'go', 'the', 'extra', 'mile', 'on', 'service', '#econet', '#roamingplus']",e,True,neutral
12,0,11,Last year in Zimbabwe there was $4 Billion worth of electronic transactions - @DrMambondiani @stewardbank #263Chat @263Chat @ShingieMuringi1,SirNige,last year in  there was    billion worth of electronic transactions    drmambondiani  steward #   chat     chat  shingiemuringi ,"['last', 'year', 'in', 'zimbabwe', 'there', 'was', 'billion', 'worth', 'of', 'electronic', 'transactions', 'drmambondiani', 'stewardbank', '#', 'chat', 'chat', 'shingiemuringi']",e,True,neg
32,0,23,Ecocash app working wonders@econet_support @EcoCashZW @furamasipic.twitter.com/Jr0Hia5tDN,Kudzyykay,ecocash app working wonders econet support  ecocashzw  furamasi,"['ecocash', 'app', 'working', 'wonders', 'econet', 'support', 'ecocashzw', 'furamasi']",e,True,neutral
18,13,26,"Kisinoti Mukwazhe, a 2103 presidential candidate, demands $500 000 from Econet after the operator ""siphoned"" $1 from his account (Standard)",ZimMediaReview,kisinoti mukwazhe  a      presidential candidate  demands          from econet after the operator  siphoned     from his account  standard ,"['kisinoti', 'mukwazhe', 'a', 'presidential', 'candidate', 'demands', 'from', 'econet', 'after', 'the', 'operator', 'siphoned', 'from', 'his', 'account', 'standard']",e,True,neutral
5,0,5,Econet sets conditions for infrastructure sharing http://ift.tt/2uXvU8m  #263Chat #Twimbos #NewsDay #Zimbabwe,263Chat,econet sets conditions for infrastructure sharing   #   chat #twimbos #newsday #,"['econet', 'sets', 'conditions', 'for', 'infrastructure', 'sharing', '#', 'chat', '#twimbos', '#newsday', '#zimbabwe']",e,True,neutral
19,1,13,Call 118 & register your​ child today#smartway2learning#Education with Zero Costs.@econetzimbabwe .@econet_support .@BkayKasanga @NdoroShazpic.twitter.com/r92aYrCmmh,jiantloaded,call       register your  child today#smartway learning#education with zero costs  econet   econet support   bkaykasanga  ndoroshaz,"['call', 'register', 'your', 'child', 'today#smartway', 'learning#education', 'with', 'zero', 'costs', 'econetzimbabwe', 'econet', 'support', 'bkaykasanga', 'ndoroshaz']",e,True,neutral
34,0,25,With My Econet app Im able to quickly access selfcare and support. Must have app! @econetzimbabwe @BkayKasanga @NdoroShazpic.twitter.com/13gCZ7yAmZ,tinomatimbe,with my econet app im able to quickly access selfcare and support  must have app   econet  bkaykasanga  ndoroshaz,"['with', 'my', 'econet', 'app', 'im', 'able', 'to', 'quickly', 'access', 'selfcare', 'and', 'support', 'must', 'have', 'app', 'econetzimbabwe', 'bkaykasanga', 'ndoroshaz']",e,True,neutral
23,1,8,Econet CEO @DouglasMboweni giving the keynote speech #IEYC17pic.twitter.com/MEspQMA8kh,IEYConference,econet ceo  douglasmboweni giving the keynote speech #ieyc  ,"['econet', 'ceo', 'douglasmboweni', 'giving', 'the', 'keynote', 'speech', '#ieyc']",e,True,neutral
23,0,21,"Women get word out ""faster"" -so we  making sure to bring them in their numbers to EcoFarmer trainings so they can spread the Econet story! pic.twitter.com/YUkAS8gTNX",CMozhendi,women get word out  faster   so we  making sure to bring them in their numbers to ecofarmer trainings so they can spread the econet story  ,"['women', 'get', 'word', 'out', 'faster', 'so', 'we', 'making', 'sure', 'to', 'bring', 'them', 'in', 'their', 'numbers', 'to', 'ecofarmer', 'trainings', 'so', 'they', 'can', 'spread', 'the', 'econet', 'story']",e,True,neutral
11,4,5,Attempting to buy a netone line at netone via ecocash,vamushongazw,attempting to buy a netone line at netone via ecocash,"['attempting', 'to', 'buy', 'a', 'netone', 'line', 'at', 'netone', 'via', 'ecocash']",e,True,neutral
29,0,21,Getting recharge keys for my airtime card was made easy through the Econet app#embracetechnology @econet_support @TMMutisi @Techunzippedpic.twitter.com/8sFQX831Ti,Kudzyykay,getting recharge keys for my airtime card was made easy through the econet app#embracetechnology  econet support  tmmutisi  techunzipped,"['getting', 'recharge', 'keys', 'for', 'my', 'airtime', 'card', 'was', 'made', 'easy', 'through', 'the', 'econet', 'app#embracetechnology', 'econet', 'support', 'tmmutisi', 'techunzipped']",e,True,neg
17,1,14,Mahindra Comviva and Econet Wireless Zimbabwe win The RemTECH Award in the ‘Visionary Game Changer’ category http://www.bobsguide.com/guide/news/2017/Jul/13/mahindra-comviva-and-econet-wireless-zimbabwe-win-the-remtech-award-in-the-visionary-game-changer-category/#.WWjhxr-XXWs.twitter …,drzimuto,mahindra comviva and econet   win the remtech award in the  visionary game changer  category   ,"['mahindra', 'comviva', 'and', 'econet', 'wireless', 'zimbabwe', 'win', 'the', 'remtech', 'award', 'in', 'the', 'visionary', 'game', 'changer', 'category']",e,True,neutral
30,0,28,"Econet Is A Now A Full Telecom, Media & Technology (TMT) Company https://shar.es/1T1ueL  @liquidtelecom @thetechlairzw @jziswa @HarareHubpic.twitter.com/q15kXTJhvt",Techunzipped,econet is a now a full telecom     technology  tmt  company    liquidtelecom  thetechlairzw  jziswa  hararehub,"['econet', 'is', 'a', 'now', 'a', 'full', 'telecom', 'media', 'technology', 'tmt', 'company', 'liquidtelecom', 'thetechlairzw', 'jziswa', 'hararehub']",e,True,neutral
11,0,6,pic.twitter.com/sFMt6Eurlj. Download the application and receive calls for free whilst on roaming. # Econet home of the inspired.,merlinda_mapiye, download the application and receive calls for free whilst on roaming  # econet home of the inspired ,"['download', 'the', 'application', 'and', 'receive', 'calls', 'for', 'free', 'whilst', 'on', 'roaming', '#', 'econet', 'home', 'of', 'the', 'inspired']",e,True,neutral
69,3,69,Mobile Roaming made Affordable: Econet Plus http://crwd.fr/2veugep pic.twitter.com/szJjmEUOEp,Otis_Mak,mobile roaming made affordable  econet plus  ,"['mobile', 'roaming', 'made', 'affordable', 'econet', 'plus']",e,True,neg
29,1,34,Econet announces massive investment in data infrastructure http://bit.ly/2uifAic  @econetzimbabwe @EcoCashZW @econet_supportpic.twitter.com/DaXGtgDFZr,FingazLive,econet announces massive investment in data infrastructure    econet  ecocashzw  econet support,"['econet', 'announces', 'massive', 'investment', 'in', 'data', 'infrastructure', 'econetzimbabwe', 'ecocashzw', 'econet', 'support']",e,True,neg
9,6,7,"""Bundles"" of data 'disappear' with their sister co.Econet,nw bundles of cash 'disappear' from Steward bk accts? Mafia!",KingJayZim, s  of data  disappear  with their sister  econet nw s of cash  disappear  from steward bk accts  mafia ,"['bundles', 'of', 'data', 'disappear', 'with', 'their', 'sister', 'econet', 'nw', 'bundles', 'of', 'cash', 'disappear', 'from', 'steward', 'bk', 'accts', 'mafia']",e,True,neutral
10,0,10,Mobile Roaming made Affordable: Econet Plus https://businessblundersandbrilliance.com/2017/07/11/mobile-roaming-made-affordable-econet-plus/ … via @Archiemoyo,archieron,mobile roaming made affordable  econet plus    via  archiemoyo,"['mobile', 'roaming', 'made', 'affordable', 'econet', 'plus', 'via', 'archiemoyo']",e,True,neutral
22,1,24,"Econet Leads Investment In Data Network Infrastructure & Data Customers https://shar.es/1BPxWM  @Techunzipped - RT, like & share, if u agree",tatemug,econet leads investment in data network infrastructure   data customers    techunzipped     like   share  if u agree,"['econet', 'leads', 'investment', 'in', 'data', 'network', 'infrastructure', 'data', 'customers', 'techunzipped', 'rt', 'like', 'share', 'if', 'u', 'agree']",e,True,neutral
20,0,20,Econet Plus – Your Global Connection https://tapiwamutisiblog.wordpress.com/2017/07/10/econet-plus-your-global-connection/ … via @wordpressdotcom,Otis_Mak,econet plus   your global connection    via  wordpressdotcom,"['econet', 'plus', 'your', 'global', 'connection', 'via', 'wordpressdotcom']",e,True,neutral
12,1,13,Econet Wireless Nigeria introduced cheap buddy phones but the market desired expensive phones and per second billing. Visible and invisible,asemota,econet  nigeria introduced cheap buddy phones but the market desired expensive phones and per second billing  visible and invisible,"['econet', 'wireless', 'nigeria', 'introduced', 'cheap', 'buddy', 'phones', 'but', 'the', 'market', 'desired', 'expensive', 'phones', 'and', 'per', 'second', 'billing', 'visible', 'and', 'invisible']",e,True,neg
45,1,22,Grab a new device in the new Econet Shop in Mabelreign. pic.twitter.com/1stmrivWDO,melmudiwa,grab a new device in the new econet  in mabelreign  ,"['grab', 'a', 'new', 'device', 'in', 'the', 'new', 'econet', 'shop', 'in', 'mabelreign']",e,True,neutral
8,0,5,Econet Mabelreign official opening pic.twitter.com/ONMdEjG64O,BridgitahT,econet mabelreign official opening ,"['econet', 'mabelreign', 'official', 'opening']",e,True,neutral
13,0,14,Another first from Econet. ZERO Roaming charges! #EconetPlus @josiahchivandi2pic.twitter.com/Vhtwa0r6MJ,clyme,another first from econet  zero roaming charges  #econetplus  josiahchivandi ,"['another', 'first', 'from', 'econet', 'zero', 'roaming', 'charges', '#econetplus', 'josiahchivandi']",e,True,neutral
15,0,2,Econet #LadiesInLeadership with @chanelbjames @VimfromZim  @econetzimbabwe - looking forward to an afternoon of inspiration pic.twitter.com/xpXNlAMuNP,emmanherera,econet #ladiesinleadership with  chanelbjames  vimfromzim   econet   looking forward to an afternoon of inspiration ,"['econet', '#ladiesinleadership', 'with', 'chanelbjames', 'vimfromzim', 'econetzimbabwe', 'looking', 'forward', 'to', 'an', 'afternoon', 'of', 'inspiration']",e,True,neutral
7,0,6,Econet connected health *147# to access the Health Tips menu pic.twitter.com/CQlPcY3azc,jiantloaded,econet connected health     # to access the health tips menu ,"['econet', 'connected', 'health', '#', 'to', 'access', 'the', 'health', 'tips', 'menu']",e,True,neutral
15,1,6,Elated smartphone winner from the #smartdatanetwork @Econet Vic Falls customer engagement  dinner pic.twitter.com/JgVCbHzkXJ,Amerigo987,elated smartphone winner from the #smartdatanetwork  econet vic falls customer engagement  dinner ,"['elated', 'smartphone', 'winner', 'from', 'the', '#smartdatanetwork', 'econet', 'vic', 'falls', 'customer', 'engagement', 'dinner']",e,True,neutral
